log_id,user_id,action,resource,timestamp,purpose_of_use,result
L0008554,U0035,ADMIN,medication,2018-06-01 17:10:54,research,success
L0008555,U0079,READ,observation,2024-08-10 15:33:23,research,success
L0008556,U0075,WRITE,patient,2022-07-07 09:34:19,governance,success
L0008557,U0015,WRITE,patient,2021-11-13 07:08:27,care,success
L0008558,U0036,READ,medication,2019-12-11 15:53:22,research,success
L0008559,U0070,WRITE,model,2021-01-27 09:29:14,care,success
L0008560,U0076,SCORE,medication,2018-09-07 07:18:34,care,success
L0008561,U0091,SCORE,medication,2018-04-01 17:00:22,governance,success
L0008562,U0011,READ,outcome,2019-05-12 16:08:59,care,success
L0008563,U0069,READ,condition,2020-09-06 07:35:31,population_health,success
L0008564,U0039,READ,medication,2024-03-12 15:31:08,research,success
L0008565,U0032,READ,consent,2021-10-28 16:13:10,governance,success
L0008566,U0056,READ,encounter,2024-10-19 20:25:12,governance,success
L0008567,U0039,READ,medication,2023-04-14 18:43:24,research,success
L0008568,U0064,READ,medication,2019-10-14 17:17:04,population_health,success
L0008569,U0081,READ,medication,2022-08-30 08:37:37,governance,success
L0008570,U0066,READ,condition,2022-09-03 05:00:19,population_health,success
L0008571,U0074,WRITE,outcome,2025-04-11 05:48:54,governance,success
L0008572,U0080,READ,model,2018-01-05 03:37:42,population_health,success
L0008573,U0068,READ,outcome,2023-12-16 10:51:35,population_health,success
L0008574,U0079,READ,consent,2019-04-07 07:58:39,research,success
L0008575,U0016,READ,model,2023-04-19 00:12:54,governance,success
L0008576,U0067,WRITE,condition,2021-10-03 04:50:27,research,success
L0008577,U0092,SCORE,patient,2025-08-12 16:48:25,population_health,success
L0008578,U0083,SCORE,medication,2025-06-30 17:47:30,population_health,success
L0008579,U0098,READ,outcome,2025-03-23 20:43:21,governance,success
L0008580,U0014,SCORE,patient,2023-04-19 09:50:30,care,success
L0008581,U0004,SCORE,outcome,2022-01-04 11:04:53,research,success
L0008582,U0053,READ,consent,2024-04-05 12:33:23,population_health,success
L0008583,U0012,READ,condition,2019-07-15 10:58:41,research,success
L0008584,U0017,READ,encounter,2024-01-29 02:29:04,population_health,success
L0008585,U0046,READ,encounter,2023-04-08 23:33:46,governance,success
L0008586,U0061,WRITE,patient,2024-05-17 13:40:23,population_health,error
L0008587,U0028,READ,medication,2024-08-04 01:08:34,governance,success
L0008588,U0092,READ,model,2019-11-24 20:27:03,governance,success
L0008589,U0050,READ,model,2023-03-28 02:37:06,population_health,success
L0008590,U0088,READ,patient,2019-01-21 01:36:56,population_health,success
L0008591,U0033,READ,observation,2018-04-10 03:32:07,care,success
L0008592,U0031,SCORE,observation,2022-10-01 08:30:51,research,error
L0008593,U0017,ADMIN,encounter,2020-05-23 02:02:54,research,success
L0008594,U0013,READ,medication,2025-02-17 15:48:15,population_health,success
L0008595,U0052,READ,consent,2025-02-20 19:43:00,care,success
L0008596,U0046,READ,condition,2025-01-01 23:22:03,governance,success
L0008597,U0092,READ,observation,2020-04-17 02:47:34,population_health,success
L0008598,U0100,READ,encounter,2020-08-20 12:33:56,governance,success
L0008599,U0056,READ,model,2023-08-24 08:13:52,care,success
L0008600,U0045,ADMIN,observation,2019-05-08 17:59:19,care,success
L0008601,U0077,SCORE,model,2023-03-10 13:01:25,research,success
L0008602,U0030,WRITE,encounter,2023-06-14 17:48:19,research,success
L0008603,U0093,READ,outcome,2018-06-17 19:53:38,population_health,success
L0008604,U0029,READ,consent,2023-01-06 16:00:49,population_health,success
L0008605,U0044,READ,observation,2021-01-13 09:52:05,care,success
L0008606,U0085,SCORE,consent,2018-11-11 04:47:21,population_health,success
L0008607,U0064,READ,encounter,2020-06-21 23:09:26,governance,success
L0008608,U0027,READ,condition,2019-08-18 04:17:56,care,success
L0008609,U0062,READ,model,2022-05-03 20:31:21,research,success
L0008610,U0095,READ,outcome,2022-06-06 20:33:41,population_health,success
L0008611,U0084,WRITE,observation,2024-11-21 23:39:54,governance,success
L0008612,U0039,SCORE,outcome,2023-02-18 09:08:20,governance,success
L0008613,U0018,READ,patient,2024-06-06 10:01:25,governance,success
L0008614,U0034,READ,encounter,2023-03-19 21:49:06,population_health,error
L0008615,U0010,SCORE,model,2025-04-11 09:06:49,research,success
L0008616,U0051,READ,observation,2020-05-19 16:02:51,research,success
L0008617,U0081,READ,consent,2024-01-07 12:25:16,research,success
L0008618,U0081,READ,outcome,2024-06-24 19:07:19,research,success
L0008619,U0026,SCORE,condition,2019-12-09 03:24:01,research,success
L0008620,U0037,READ,condition,2022-01-03 12:39:26,research,success
L0008621,U0037,SCORE,encounter,2019-08-25 06:19:14,care,error
L0008622,U0093,READ,model,2023-08-09 05:47:50,governance,success
L0008623,U0009,READ,condition,2018-08-05 00:44:28,population_health,success
L0008624,U0019,READ,model,2022-02-06 04:05:54,governance,success
L0008625,U0076,READ,encounter,2019-09-24 20:23:50,care,success
L0008626,U0045,READ,condition,2019-01-29 01:09:00,research,success
L0008627,U0017,READ,model,2020-04-23 19:45:15,population_health,success
L0008628,U0053,READ,medication,2025-02-22 06:16:27,research,success
L0008629,U0091,READ,observation,2023-01-04 20:36:58,care,success
L0008630,U0034,SCORE,patient,2022-07-06 16:20:29,governance,denied
L0008631,U0032,SCORE,encounter,2025-03-18 12:58:18,care,denied
L0008632,U0045,READ,medication,2019-06-12 22:14:17,research,success
L0008633,U0093,READ,outcome,2021-08-21 08:16:05,research,success
L0008634,U0017,READ,medication,2018-04-07 16:35:37,population_health,success
L0008635,U0034,WRITE,patient,2020-11-29 21:19:12,governance,success
L0008636,U0070,READ,model,2024-07-18 14:23:30,governance,success
L0008637,U0057,READ,medication,2023-02-05 03:20:16,population_health,success
L0008638,U0014,READ,outcome,2023-02-05 01:54:06,governance,success
L0008639,U0050,READ,model,2023-01-24 16:19:32,population_health,success
L0008640,U0098,SCORE,medication,2020-07-02 03:48:47,population_health,success
L0008641,U0078,READ,observation,2021-04-02 21:54:35,care,success
L0008642,U0057,READ,observation,2018-11-11 03:56:17,research,success
L0008643,U0061,READ,observation,2023-12-15 17:14:25,population_health,success
L0008644,U0049,SCORE,encounter,2025-01-16 06:28:23,population_health,success
L0008645,U0055,READ,model,2019-12-11 18:10:33,population_health,success
L0008646,U0005,READ,medication,2020-05-08 02:54:23,care,success
L0008647,U0018,READ,observation,2018-01-08 23:01:27,governance,success
L0008648,U0059,READ,outcome,2019-01-16 04:37:49,research,success
L0008649,U0038,READ,encounter,2019-06-30 22:41:49,research,success
L0008650,U0064,WRITE,outcome,2022-04-26 21:53:22,research,success
L0008651,U0024,SCORE,observation,2019-12-25 11:16:39,research,success
L0008652,U0042,READ,patient,2025-05-03 09:58:08,care,success
L0008653,U0017,WRITE,consent,2019-01-20 04:07:48,care,success
L0008654,U0061,READ,model,2020-03-15 20:19:43,care,success
L0008655,U0059,READ,consent,2018-04-24 21:57:32,research,success
L0008656,U0045,READ,outcome,2018-01-11 10:17:42,governance,success
L0008657,U0041,READ,condition,2024-06-08 14:36:39,research,success
L0008658,U0054,READ,encounter,2020-09-22 09:41:59,population_health,success
L0008659,U0020,READ,condition,2019-10-20 22:40:31,population_health,success
L0008660,U0061,ADMIN,condition,2021-03-10 17:36:48,population_health,success
L0008661,U0083,READ,condition,2024-03-03 20:51:57,governance,success
L0008662,U0089,READ,condition,2019-09-25 10:35:44,research,success
L0008663,U0004,READ,patient,2020-03-14 23:26:30,research,success
L0008664,U0013,READ,model,2021-10-20 21:22:27,population_health,success
L0008665,U0080,READ,patient,2018-11-25 09:09:09,research,success
L0008666,U0039,READ,patient,2022-06-29 14:10:25,research,success
L0008667,U0024,SCORE,medication,2018-04-03 17:37:32,research,success
L0008668,U0082,ADMIN,encounter,2022-10-03 04:33:38,research,success
L0008669,U0004,READ,patient,2019-09-12 18:46:33,care,success
L0008670,U0047,ADMIN,encounter,2018-03-21 22:36:09,care,success
L0008671,U0044,WRITE,observation,2018-02-04 22:01:31,governance,success
L0008672,U0055,READ,observation,2021-02-20 23:48:51,research,success
L0008673,U0042,READ,model,2021-12-14 05:55:28,population_health,success
L0008674,U0088,WRITE,outcome,2018-08-17 01:18:10,governance,success
L0008675,U0024,READ,outcome,2022-12-30 17:27:06,care,success
L0008676,U0043,READ,medication,2020-01-28 20:42:06,research,success
L0008677,U0004,READ,model,2019-11-04 07:37:45,care,success
L0008678,U0034,READ,encounter,2024-07-27 08:48:34,governance,success
L0008679,U0039,READ,outcome,2021-05-26 22:04:28,governance,success
L0008680,U0089,READ,observation,2023-06-29 11:49:01,governance,success
L0008681,U0025,READ,encounter,2023-01-26 17:32:24,care,success
L0008682,U0012,READ,condition,2022-01-21 06:54:02,research,success
L0008683,U0006,SCORE,outcome,2023-06-04 23:01:42,research,success
L0008684,U0077,READ,medication,2024-06-01 17:58:52,population_health,success
L0008685,U0023,READ,outcome,2018-06-28 16:25:30,governance,success
L0008686,U0092,READ,encounter,2018-01-25 04:28:51,governance,success
L0008687,U0090,SCORE,medication,2018-04-04 10:50:40,governance,success
L0008688,U0053,READ,observation,2023-01-30 02:59:45,governance,success
L0008689,U0073,READ,medication,2021-12-20 02:31:06,care,success
L0008690,U0072,READ,condition,2020-04-10 07:00:27,governance,success
L0008691,U0053,READ,outcome,2024-11-23 20:39:32,population_health,success
L0008692,U0063,SCORE,model,2021-05-05 05:39:02,governance,success
L0008693,U0014,READ,patient,2020-12-07 23:05:00,population_health,success
L0008694,U0004,READ,outcome,2024-08-14 02:05:44,population_health,success
L0008695,U0046,READ,medication,2019-06-26 21:59:47,population_health,success
L0008696,U0076,READ,medication,2020-04-19 00:02:04,governance,success
L0008697,U0087,READ,medication,2021-09-08 09:35:57,governance,success
L0008698,U0030,READ,condition,2023-12-08 14:36:17,population_health,success
L0008699,U0083,SCORE,patient,2019-04-13 16:18:42,population_health,success
L0008700,U0038,READ,patient,2022-10-18 03:22:21,governance,success
L0008701,U0055,READ,model,2018-03-21 02:35:37,research,success
L0008702,U0089,READ,consent,2019-02-09 04:18:08,population_health,success
L0008703,U0037,READ,medication,2022-10-21 13:39:43,care,success
L0008704,U0088,READ,medication,2022-11-17 20:57:09,population_health,success
L0008705,U0033,READ,outcome,2024-05-12 11:26:06,population_health,success
L0008706,U0015,SCORE,outcome,2020-12-15 23:19:16,population_health,success
L0008707,U0001,WRITE,encounter,2023-11-18 23:57:14,governance,success
L0008708,U0065,SCORE,consent,2018-11-03 07:31:58,population_health,success
L0008709,U0046,WRITE,consent,2021-09-04 07:56:32,care,success
L0008710,U0028,SCORE,observation,2020-11-12 03:52:55,governance,success
L0008711,U0060,READ,outcome,2025-01-16 04:05:59,research,success
L0008712,U0022,READ,consent,2020-09-30 21:40:00,population_health,success
L0008713,U0021,READ,model,2022-03-06 20:26:19,research,success
L0008714,U0086,READ,model,2018-11-26 14:38:02,governance,success
L0008715,U0087,READ,medication,2019-12-15 15:38:27,care,success
L0008716,U0010,SCORE,outcome,2023-10-10 02:19:11,population_health,success
L0008717,U0024,ADMIN,outcome,2020-09-07 19:42:52,population_health,success
L0008718,U0029,READ,medication,2019-10-22 02:09:04,governance,success
L0008719,U0043,READ,consent,2023-12-15 06:46:19,care,success
L0008720,U0077,READ,medication,2018-08-06 03:59:38,research,success
L0008721,U0040,WRITE,observation,2025-05-26 09:13:29,research,success
L0008722,U0093,READ,encounter,2022-05-24 03:32:07,population_health,success
L0008723,U0060,READ,encounter,2021-09-23 08:19:49,care,success
L0008724,U0080,READ,observation,2022-11-07 22:50:42,population_health,success
L0008725,U0075,SCORE,condition,2018-08-06 10:27:53,care,success
L0008726,U0068,READ,medication,2025-03-20 05:51:23,governance,success
L0008727,U0006,READ,model,2023-09-04 14:45:07,population_health,success
L0008728,U0017,READ,encounter,2019-05-26 23:33:10,governance,success
L0008729,U0001,ADMIN,patient,2022-03-26 21:53:25,care,success
L0008730,U0026,WRITE,encounter,2025-04-01 23:09:11,research,success
L0008731,U0026,READ,patient,2021-11-27 03:32:32,research,success
L0008732,U0067,SCORE,patient,2019-05-07 14:15:35,governance,success
L0008733,U0068,READ,outcome,2019-05-18 16:54:54,care,success
L0008734,U0032,SCORE,medication,2018-06-06 23:19:37,governance,success
L0008735,U0023,SCORE,medication,2020-05-18 23:17:45,population_health,success
L0008736,U0018,READ,model,2020-07-27 22:52:46,population_health,success
L0008737,U0021,READ,observation,2021-03-27 07:28:56,care,success
L0008738,U0017,WRITE,model,2021-01-19 06:07:15,research,success
L0008739,U0061,READ,model,2025-06-08 01:30:14,governance,success
L0008740,U0061,READ,condition,2025-05-07 07:07:00,care,success
L0008741,U0012,READ,condition,2021-09-05 07:21:44,governance,success
L0008742,U0064,WRITE,model,2024-07-06 22:00:27,care,success
L0008743,U0006,SCORE,model,2018-05-16 01:43:21,governance,success
L0008744,U0034,READ,patient,2021-08-24 01:18:54,care,success
L0008745,U0078,READ,model,2025-05-27 13:45:55,governance,success
L0008746,U0003,SCORE,outcome,2021-06-21 14:49:32,care,success
L0008747,U0097,READ,observation,2022-11-27 22:18:46,population_health,success
L0008748,U0040,READ,outcome,2020-12-18 11:53:15,population_health,success
L0008749,U0082,READ,model,2023-08-28 15:17:05,care,success
L0008750,U0001,READ,condition,2021-12-05 17:06:18,research,success
L0008751,U0025,READ,observation,2019-03-18 13:19:33,research,success
L0008752,U0050,READ,medication,2025-02-16 07:02:50,population_health,success
L0008753,U0005,READ,encounter,2018-12-04 17:57:00,governance,success
L0008754,U0038,READ,condition,2024-07-16 17:09:56,population_health,success
L0008755,U0043,READ,consent,2018-09-28 20:16:57,population_health,success
L0008756,U0012,READ,medication,2021-03-29 20:33:51,research,success
L0008757,U0009,READ,model,2023-11-30 13:35:27,research,success
L0008758,U0056,SCORE,observation,2020-03-07 15:40:43,population_health,success
L0008759,U0007,SCORE,medication,2022-11-24 00:49:24,research,success
L0008760,U0061,READ,medication,2018-07-02 11:01:46,governance,success
L0008761,U0085,READ,patient,2023-03-17 08:23:57,care,success
L0008762,U0090,READ,patient,2021-06-18 08:41:40,governance,success
L0008763,U0098,READ,consent,2018-12-15 12:09:14,care,success
L0008764,U0097,READ,consent,2021-05-26 23:08:43,population_health,success
L0008765,U0052,READ,consent,2023-06-16 03:17:32,research,success
L0008766,U0072,READ,condition,2025-03-06 22:22:08,governance,success
L0008767,U0046,READ,patient,2025-02-05 07:17:53,care,success
L0008768,U0076,READ,encounter,2025-02-18 00:43:57,governance,success
L0008769,U0025,READ,observation,2022-02-18 20:56:03,population_health,success
L0008770,U0052,READ,outcome,2021-05-17 23:49:03,care,success
L0008771,U0087,READ,condition,2025-06-08 18:13:23,governance,error
L0008772,U0051,READ,encounter,2025-05-21 18:28:18,research,success
L0008773,U0008,READ,outcome,2018-08-16 08:59:14,research,success
L0008774,U0081,READ,medication,2022-10-27 09:12:37,care,success
L0008775,U0036,WRITE,patient,2021-04-17 14:39:25,governance,success
L0008776,U0067,READ,medication,2025-05-28 16:16:21,care,success
L0008777,U0026,WRITE,medication,2020-03-06 12:00:13,population_health,success
L0008778,U0051,READ,consent,2018-03-19 23:37:16,population_health,success
L0008779,U0065,READ,encounter,2021-11-01 19:27:35,population_health,success
L0008780,U0045,SCORE,consent,2024-12-31 11:59:49,population_health,success
L0008781,U0055,WRITE,encounter,2018-03-11 07:31:51,care,denied
L0008782,U0013,READ,observation,2018-04-25 17:34:38,care,success
L0008783,U0022,SCORE,medication,2021-02-17 01:28:39,care,success
L0008784,U0004,READ,patient,2019-11-04 01:31:40,governance,success
L0008785,U0073,READ,outcome,2020-03-09 07:21:24,research,success
L0008786,U0095,READ,condition,2022-06-06 19:20:45,research,success
L0008787,U0066,READ,observation,2024-02-12 10:42:08,population_health,success
L0008788,U0069,READ,outcome,2020-08-13 12:42:55,care,success
L0008789,U0021,WRITE,observation,2024-07-11 09:45:33,governance,success
L0008790,U0055,READ,medication,2018-01-12 02:10:19,care,success
L0008791,U0025,READ,observation,2022-07-13 01:05:03,governance,success
L0008792,U0077,ADMIN,medication,2024-08-22 15:11:26,population_health,denied
L0008793,U0032,READ,outcome,2024-09-09 21:16:47,care,success
L0008794,U0028,SCORE,encounter,2018-04-22 23:58:59,governance,success
L0008795,U0054,READ,model,2018-07-18 01:36:41,governance,success
L0008796,U0034,SCORE,condition,2018-06-16 04:36:36,governance,success
L0008797,U0078,SCORE,encounter,2023-03-12 06:33:45,care,success
